Date,A3,B3,C3,D3,,A4,B4,C4,D4,,A5,B5,C5,D5,,A6,B6,C6,D6,,A7,B7,C7,D7,,GEN MW POWER OUTPUT,TOTAL COAL FLOW,MAIN STEAM FLOW,BLR TOTAL AIR FLOW,SH ATMP-1A SPRAY CTRL 50% VLV,SH ATMP-1B SPRAY CTRL 50% VLV,CID FAN A BLADE PITCH POS,FD FAN B BLADE PITCH FB,TOT OFA FLOW,ECO INLT FW FLOW 1
2021-01-03 21:00,58.66937205,49.72526628,53.38301315,42.45942566,,56.03737313,50.41888538,54.84749578,44.68597467,,49.89111669,41.63393894,44.7648658,38.25375417,,53.66411752,48.66930519,52.74370302,43.96214707,,53.26732031,46.51526671,50.44488753,40.13853066,,808.55,293.27,2123.09,2738.69,28.43,33.4,48.14,39.04,685.35,2056.78
2021-01-03 22:00,61.59095037,47.2694938,51.04506923,39.94843529,,59.29184537,47.56584237,52.05383178,42.55625189,,60.37549865,54.79142211,55.97592453,48.19641956,,62.57390212,56.35357794,57.99477455,46.78565263,,61.67986319,55.43901318,57.78793799,46.40512441,,817.46,294.57,2136.79,2764.94,41.86,30.06,48.74,39.6,713.4,2044.4
2021-01-03 23:00,50.84519707,40.91000841,45.3423197,37.99803158,,49.20280768,41.48003533,46.33732836,40.72624036,,49.32316794,42.04658625,45.17397903,38.8386776,,51.66965917,46.82771087,51.58785958,43.23870595,,54.38559208,48.86241346,52.93774039,42.87045281,,817.67,293.75,2141.81,2776.12,59.25,44.66,49.33,39.72,728.91,2013.51
2021-01-04 0:00,50.49419686,40.79438568,45.1562001,36.94876105,,48.25424363,41.91777303,47.38575139,41.25537733,,48.82755581,42.26380113,45.61203644,38.98011775,,51.177549,48.17128507,52.22707919,43.27056002,,54.05120243,49.10887973,52.78143249,42.59358689,,815.52,293.2,2141.42,2767.16,54.94,58.95,49.2,39.52,718.97,2009.24
2021-01-04 1:00,49.62623316,40.85721263,45.32579391,37.52245211,,47.71724353,42.09331593,47.62620356,41.37820446,,48.58582828,42.36030049,45.52167249,38.92264232,,50.9407618,48.38904067,52.45305327,43.11456828,,53.33447764,48.54654659,52.44239044,42.27901983,,818.77,294.51,2145.36,2769.7,48.72,53.48,49.13,39.64,718.68,2022.16
2021-01-04 2:00,49.33817989,40.55005388,45.2430906,38.11875516,,47.23760669,41.70560743,46.8360143,41.33024885,,48.12116162,41.66213076,44.74419383,38.11343846,,51.00069135,47.16526306,51.9492208,43.39900135,,53.53014843,48.79486548,52.7967611,42.73619776,,818.84,293.56,2140.55,2774.01,52.18,62.75,48.96,39.6,725.4,2008.34
2021-01-04 3:00,49.30459023,40.55845714,45.25569345,38.46158278,,47.2255189,41.50389346,46.25993389,40.68888566,,48.27214698,41.75226217,44.99477506,38.45036533,,50.73418387,46.29747474,51.36568832,43.13316841,,53.47463622,49.18053016,53.04264831,42.77596504,,817.06,293.05,2134.2,2767.68,49.77,56.3,48.81,39.45,722.57,2006.88
2021-01-04 4:00,49.114239,40.51650205,45.14165719,38.01444048,,46.75822109,41.44986904,46.1219025,40.61658793,,47.83148011,41.67824169,44.87048295,38.40334388,,50.47034223,46.25044884,51.27216584,43.07101407,,53.00977508,48.48843875,52.11856543,41.84458715,,815.59,294.29,2129.25,2761.51,46.91,56.21,48.66,39.33,713.88,2009.45
2021-01-04 5:00,48.83354809,40.36521497,44.78445024,37.09303975,,47.0165393,41.53951007,46.34142822,40.69663608,,47.68691699,41.37146384,44.53204038,37.85243795,,50.37175075,46.1895882,51.41355215,43.19436866,,52.89152512,48.06615921,51.91640215,41.66760475,,817.4,294.69,2135.9,2777.3,53.7,57.6,49.03,39.71,728.29,2006.65
2021-01-04 6:00,48.99336335,39.69815494,44.07579822,36.22079553,,46.97499103,41.6317446,46.60555017,40.83315058,,47.97845446,41.92061528,45.17621684,38.37234449,,50.65265277,46.76850756,51.52445748,43.37305201,,53.48542009,49.40580306,52.93703387,42.89133161,,817.11,293.94,2134.63,2776.9,51.25,59.21,49.07,39.66,730.62,2005.72
